0;0;0;0;land;false;unknown;0
1;183;155;239;land;false;desert;1
2;91;236;194;land;false;forest;1
3;234;224;199;land;false;forest;1
4;236;209;143;land;false;jungle;1
5;89;242;171;land;false;desert;1
6;199;193;245;land;false;forest;1
7;217;215;234;land;false;jungle;1
8;246;77;244;land;false;mountain;1
9;185;155;249;land;false;jungle;1
10;248;172;215;land;false;forest;1
11;143;232;212;land;false;jungle;1
12;200;228;119;land;false;desert;1
13;145;204;224;land;false;jungle;1
14;237;205;141;land;false;mountain;1
15;252;194;75;land;false;forest;1
16;211;185;181;land;false;desert;1
17;166;155;180;land;false;forest;1
18;85;226;207;land;false;forest;1
19;208;239;107;land;false;jungle;1
20;223;125;220;land;false;jungle;1
21;132;209;231;land;false;plains;1
22;69;246;187;land;false;forest;1
23;235;167;132;land;true;desert;1
24;240;215;130;land;true;desert;1
25;63;239;217;land;false;desert;1
26;194;245;210;land;false;forest;1
27;226;232;250;land;false;jungle;1
28;226;252;106;land;false;jungle;1
29;251;219;173;land;false;desert;1
30;234;122;218;land;false;mountain;1
31;235;193;198;land;false;forest;1
32;147;253;159;land;false;desert;1
33;156;187;186;land;true;mountain;1
34;248;96;197;land;false;forest;1
35;138;144;247;land;false;mountain;1
36;235;102;172;land;false;jungle;1
37;204;178;226;land;false;mountain;1
38;222;174;109;land;false;forest;1
39;247;197;234;land;false;desert;1
40;122;228;213;land;false;desert;1
41;192;195;137;land;false;forest;1
42;238;153;111;land;false;jungle;1
43;136;205;175;land;false;desert;1
44;216;249;73;land;false;jungle;1
45;147;180;233;land;false;desert;1
46;207;191;109;land;false;desert;1
47;196;160;215;land;false;mountain;1
48;190;128;196;land;false;forest;1
49;238;211;91;land;false;jungle;1
50;213;210;156;land;false;jungle;1
51;184;236;227;land;false;jungle;1
52;210;166;183;land;false;forest;1
53;240;235;142;land;false;jungle;1
54;220;203;200;land;false;mountain;1
55;157;243;193;land;true;desert;1
56;248;230;82;land;false;plains;1
57;190;201;140;land;true;desert;1
58;236;155;148;land;false;desert;1
59;100;250;226;land;false;jungle;1
60;248;233;226;land;true;mountain;1
61;173;179;190;land;false;desert;1
62;162;250;159;land;false;jungle;1
63;188;245;162;land;false;plains;1
64;217;247;226;land;false;forest;1
65;210;171;140;land;false;forest;1
66;242;233;33;land;false;forest;1
67;167;216;246;land;false;jungle;1
68;211;207;204;land;false;desert;1
69;243;133;125;land;false;jungle;1
70;119;233;168;land;false;forest;1
71;234;103;173;land;false;desert;1
72;165;187;197;land;false;forest;1
73;193;89;228;land;false;jungle;1
74;208;147;155;land;false;mountain;1
75;219;190;192;land;false;forest;1
76;232;210;157;land;true;jungle;1
77;120;197;227;land;false;plains;1
78;241;151;209;land;false;forest;1
79;243;64;234;land;true;desert;1
80;163;250;92;land;false;jungle;1
81;250;227;190;land;false;forest;1
82;236;63;224;land;false;desert;1
83;206;240;154;land;false;mountain;1
84;184;154;251;land;false;forest;1
85;238;175;113;land;false;jungle;1
86;199;226;124;land;false;forest;1
87;193;180;167;land;false;mountain;1
88;244;209;156;land;false;desert;1
89;207;173;213;land;false;jungle;1
90;185;224;153;land;false;jungle;1
91;176;182;191;land;false;plains;1
92;223;90;219;land;false;desert;1
93;233;175;106;land;false;jungle;1
94;161;215;250;land;false;mountain;1
95;197;179;199;land;false;jungle;1
96;217;237;249;land;false;forest;1
97;207;219;238;land;false;jungle;1
98;222;249;234;land;false;forest;1
99;223;54;246;land;false;mountain;1
100;172;198;206;land;true;jungle;1
101;83;236;250;land;false;desert;1
102;161;236;135;land;false;jungle;1
103;244;223;127;land;true;desert;1
104;245;102;222;land;false;mountain;1
105;246;124;184;land;true;mountain;1
106;236;250;206;land;false;plains;1
107;106;247;238;land;false;forest;1
108;154;150;251;land;false;forest;1
109;217;185;173;land;false;jungle;1
110;112;214;233;land;false;jungle;1
111;158;154;196;land;false;desert;1
112;173;214;174;land;false;jungle;1
113;234;140;137;land;false;forest;1
114;150;216;233;land;false;jungle;1
115;163;117;229;land;false;forest;1
116;224;156;151;land;false;jungle;1
117;91;210;220;land;false;jungle;1
118;216;163;216;land;false;jungle;1
119;123;222;169;land;false;jungle;1
120;248;135;134;land;true;jungle;1
121;91;189;221;land;false;jungle;1
122;235;101;182;land;false;mountain;1
123;154;155;202;land;false;jungle;1
124;206;156;193;land;false;forest;1
125;159;215;152;land;true;mountain;1
126;245;34;234;land;false;forest;1
127;244;162;117;land;false;jungle;1
128;241;122;243;land;false;jungle;1
129;175;243;164;land;false;desert;1
130;210;222;153;land;true;forest;1
131;199;234;79;land;false;jungle;1
132;182;206;179;land;false;mountain;1
133;90;204;211;land;false;mountain;1
134;197;149;239;land;false;jungle;1
135;238;198;75;land;false;forest;1
136;207;62;249;land;false;forest;1
137;226;181;235;land;true;forest;1
138;208;137;174;land;false;forest;1
139;201;188;140;land;false;jungle;1
140;245;229;124;land;false;forest;1
141;147;194;213;land;false;jungle;1
142;239;187;168;land;false;desert;1
143;231;240;245;land;false;forest;1
144;214;133;250;land;false;forest;1
145;208;144;156;land;false;plains;1
146;49;246;214;land;true;jungle;1
147;254;243;248;land;false;mountain;1
148;141;239;229;land;false;forest;1
149;115;225;226;land;false;forest;1
150;227;180;101;land;false;desert;1
151;221;165;174;land;false;jungle;1
152;131;246;194;land;false;jungle;1
153;183;118;219;land;false;jungle;1
154;167;230;214;land;false;desert;1
155;178;229;111;land;false;desert;1
156;183;219;161;land;false;forest;1
157;245;45;212;land;true;desert;1
158;252;249;75;land;false;forest;1
159;236;132;145;land;false;jungle;1
160;174;196;219;land;false;forest;1
161;170;157;234;land;false;jungle;1
162;34;251;254;land;true;mountain;1
163;179;192;139;land;false;mountain;1
164;226;221;200;land;false;jungle;1
165;244;190;220;land;true;desert;1
166;159;239;118;land;false;desert;1
167;145;157;246;land;false;forest;1
168;220;218;131;land;false;forest;1
169;253;246;197;land;false;forest;1
170;222;110;182;land;false;mountain;1
171;215;180;117;land;false;mountain;1
172;251;236;118;land;false;forest;1
173;74;245;182;land;false;forest;1
174;104;212;212;land;false;forest;1
175;246;200;246;land;false;desert;1
176;230;210;97;land;false;jungle;1
177;227;203;111;land;true;forest;1
178;130;193;196;land;false;forest;1
179;205;144;206;land;false;plains;1
180;240;211;190;land;false;forest;1
181;244;163;247;land;false;jungle;1
182;248;209;52;land;false;forest;1
183;219;55;244;land;false;jungle;1
184;185;121;229;land;false;desert;1
185;35;243;236;land;false;forest;1
186;134;187;209;land;false;jungle;1
187;214;228;141;land;false;jungle;1
188;253;242;158;land;false;desert;1
189;103;252;253;land;false;forest;1
190;125;155;242;land;true;mountain;1
191;134;249;172;land;false;jungle;1
192;244;73;213;land;false;desert;1
193;138;201;236;land;false;mountain;1
194;221;224;118;land;false;jungle;1
195;115;191;231;land;false;jungle;1
196;93;200;226;land;false;mountain;1
197;167;178;196;land;true;desert;1
198;219;80;250;land;false;forest;1
199;241;153;184;land;false;jungle;1
200;211;119;248;land;false;jungle;1
201;253;24;245;land;false;desert;1
202;217;150;214;land;false;forest;1
203;200;138;226;land;false;mountain;1
204;214;216;137;land;false;mountain;1
205;191;238;123;land;false;desert;1
206;179;70;252;land;false;mountain;1
207;211;221;85;land;false;forest;1
208;178;219;201;land;false;forest;1
209;185;205;236;land;false;jungle;1
210;252;170;89;land;false;jungle;1
211;84;240;240;land;false;jungle;1
212;157;221;127;land;false;forest;1
213;127;236;154;land;false;jungle;1
214;177;161;206;land;false;plains;1
215;108;210;224;land;false;jungle;1
216;94;246;245;land;false;forest;1
217;139;191;214;land;false;jungle;1
218;196;247;173;land;false;jungle;1
219;85;239;213;land;false;forest;1
220;232;207;99;land;false;jungle;1
221;172;214;199;land;false;forest;1
222;233;129;153;land;false;forest;1
223;111;252;234;land;false;forest;1
224;239;180;133;land;false;forest;1
225;114;243;248;land;false;jungle;1
226;230;254;210;land;false;mountain;1
227;236;254;11;land;false;plains;1
228;126;242;136;land;false;desert;1
229;156;150;244;land;false;mountain;1
230;246;228;220;land;true;desert;1
231;219;67;225;land;false;forest;1
232;233;170;160;land;false;forest;1
233;139;176;217;land;false;forest;1
234;211;210;133;land;false;plains;1
235;188;167;148;land;false;desert;1
236;244;22;248;land;false;forest;1
237;226;62;242;land;false;jungle;1
238;84;251;201;land;true;jungle;1
239;130;207;171;land;false;desert;1
240;243;143;152;land;false;forest;1
